image_filename,prompt,seed,step,cfg,sampler,width,height,user_name,timestamp,image_nsfw,prompt_nsfw,keywords
image_10.png,"character environment design, arrogant elegant man travels through time via steampunk portals, pixiv fanbox, dramatic lighting, maximalist pastel color palette, splatter paint, pixar and disney exploded - view drawing, graphic novel by fiona staples and dustin nguyen, peter elson, alan bean, wangechi mutu, clean cel shaded vector art, trending on artstation ",2876763774,50,35.0,k_lms,512,704,9896fc5f1b5c48467f7e90f183ca96917d1a8b332415c661f77f1529c405e71e,2022-08-18 12:11:00+00:00,2.0,0.03204194828867912,"artstation, novel, pixiv, dustin, arrogant"
image_11.png,"sci - fi space base, space rocket!! mist, sunrays, dust in the air, unreal engine, octane render, dramatic lighting, lake, ultra clear detailed. digital art, by stanley artgerm lau, greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwell ",326672023,50,11.0,k_lms,1280,704,c638f3764e570cd8d8629fe0f0dd1e4f4ecea94e2ee75583fd5cb648a344955c,2022-08-18 12:12:00+00:00,0.11491138488054276,0.0009709449950605631,"space, mist, sunrays, render, artgerm"
image_12.png,"a skinny young woman wearing workout clothes doing yoga near the lake!, looks like mona lisa, oil on canvas, centered, wide shot, highly detailed, masterpiece, award winning, sharp focus ",3618330932,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:13:00+00:00,0.508851945400238,0.0033971078228205442,"yoga, lake, mona, canvas, looks"
image_13.png,album cover of golden troop marvelous by akihiko yoshida ,2989592070,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:14:00+00:00,0.08196559548377991,0.0007377986912615597,"yoshida, album, akihiko, golden, troop"
image_14.png,"character environment design, arrogant elegant man travels through time via steampunk portals, pixiv fanbox, dramatic lighting, maximalist pastel color palette, splatter paint, pixar and disney exploded - view drawing, graphic novel by fiona staples and dustin nguyen, peter elson, alan bean, wangechi mutu, clean cel shaded vector art, trending on artstation ",3062599569,50,25.0,k_lms,512,704,9896fc5f1b5c48467f7e90f183ca96917d1a8b332415c661f77f1529c405e71e,2022-08-18 12:14:00+00:00,0.06004305183887482,0.03204194828867912,"artstation, novel, pixiv, dustin, arrogant"
image_15.png,"a portrait picture of a skinny young woman wearing workout clothes doing yoga near the lake!, looks like mona lisa, oil on canvas, centered, highly detailed, masterpiece, award winning, sharp focus ",1855931432,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:15:00+00:00,0.176225483417511,0.0024388395249843597,"portrait, yoga, lake, mona, skinny"
image_16.png,"side - view portrait of ciri from the witcher, 1 0 th century stained glass window, very masterful ",2103092317,50,7.0,k_lms,512,512,460850fbc1bca0e643bc2b3a5926f771e48af6804dd64de1e3a21aae6d633686,2022-08-18 12:15:00+00:00,0.2914661169052124,0.00306952022947371,"witcher, ciri, portrait, stained, century"
image_17.png,"character environment design, arrogant elegant man travels through time via steampunk portals, pixiv fanbox, dramatic lighting, maximalist pastel color palette, splatter paint, pixar and disney exploded - view drawing, graphic novel by fiona staples and dustin nguyen, peter elson, alan bean, wangechi mutu, clean cel shaded vector art, trending on artstation ",3062599569,50,20.0,k_lms,512,768,9896fc5f1b5c48467f7e90f183ca96917d1a8b332415c661f77f1529c405e71e,2022-08-18 12:16:00+00:00,0.04506927356123924,0.03204194828867912,"artstation, novel, pixiv, dustin, arrogant"
image_18.png,"a portrait picture of a skinny young woman wearing workout clothes doing yoga near the lake!, looks like mona lisa, beautiful oil painting, centered, highly detailed, masterpiece, award winning, sharp focus ",3891611672,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:17:00+00:00,0.9399637579917908,0.0018101910827681422,"portrait, yoga, lake, mona, skinny"
image_19.png,mural of jean michel basquiat ,892388524,50,7.0,k_lms,512,512,59fbda5166ca3b92e1be4fc9c058c5aabc002f4c0a51ad73278a4f4a607973d3,2022-08-18 12:19:00+00:00,0.09469129890203476,0.0036960754077881575,"basquiat, mural, jean, michel"
image_20.png,"a portrait picture of a skinny young woman wearing workout clothes doing yoga near the lake!, looks like mona lisa, renaissance oil painting, centered, masterpiece, award winning, sharp focus ",3934309786,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:19:00+00:00,0.9544011950492859,0.002859825501218438,"portrait, yoga, lake, skinny, mona"
image_21.png,"beautiful girl in robes practicing fire magic, roaring flames, beautiful pattern | | anime!!!, fine - face, realistically shaded, perfect face, fine details. anime. by ilya kuvshinov, katsuhiro otomo ",2843472009,50,14.600000381469727,k_lms,512,640,6a922a9fd5b244dd70b7f03524648c902da2d3872df609332a279c64a81387db,2022-08-18 12:19:00+00:00,0.09246928244829178,0.0019760476425290108,"katsuhiro, robes, flames, beautiful, practicing"
image_22.png,"seduction illustration, by lliam brazier, petros afshar, peter mohrbacher and victo ngai ",242901352,50,7.0,k_lms,512,512,32ec5986d571243d4b56bdd51f51910e20f79e469abcc2fdb0413a609ec32288,2022-08-18 12:19:00+00:00,0.11205166578292847,0.00146630615927279,"seduction, illustration, afshar, lliam, petros"
image_23.png,"a portrait of a skinny young woman wearing workout clothes doing yoga near the lake, looks like mona lisa, renaissance oil painting, centered, masterpiece, award winning, sharp focus ",884218446,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:20:00+00:00,0.9442006945610046,0.0025792880915105343,"portrait, yoga, lake, skinny, mona"
image_24.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by bill henson ",1619030549,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:21:00+00:00,0.05803430452942848,0.03808381408452988,"photography, cozy, woman, henson, ucla"
image_25.png,"a portrait of a skinny young woman wearing workout clothes doing yoga near the lake, looks like mona lisa!, renaissance oil painting!, centered, masterpiece, award winning ",2488963459,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:23:00+00:00,0.8768075108528137,0.003373601706698537,"portrait, yoga, lake, mona, skinny"
image_26.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by mario testino ",1619030549,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:24:00+00:00,0.07663528621196747,0.03533531725406647,"photography, nerdy, cafe, woman, ucla"
image_27.png,"a portrait of mona lisa wearing workout clothes doing yoga near the lake, renaissance oil painting!, centered, masterpiece, award winning ",3173207449,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:25:00+00:00,0.14366737008094788,0.0015387630555778742,"portrait, yoga, mona, lake, clothes"
image_28.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by mario testino ",3384811683,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:25:00+00:00,0.07851304113864899,0.03533531725406647,"photography, nerdy, cafe, woman, ucla"
image_29.png,album cover of pastel tower spires by akihiko yoshida ,2697825869,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:26:00+00:00,0.07172684371471405,0.0003265160776209086,"album, spires, yoshida, akihiko, pastel"
image_30.png,matt patt give president joe biden pokemon fire red ,2727684630,50,7.0,k_lms,512,512,593e71244661fcb15afc22e8e2c061cad6f3c2875070f1348c491f624c0a760e,2022-08-18 12:26:00+00:00,2.0,0.008644173853099346,"patt, biden, matt, pokemon, joe"
image_31.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by ellen von unwerth ",3360911477,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:26:00+00:00,0.09161580353975296,0.022591466084122658,"photography, nerdy, sweater, ellen, cafe"
image_32.png,thumbnails of opera posters. italy 1 8 1 6 ,819747160,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:27:00+00:00,0.07463206350803375,0.0005971068167127669,"opera, thumbnails, posters, italy"
image_33.png,"a portrait picture of a skinny young woman wearing workout clothes doing yoga near the lake!, looks like mona lisa, beautiful oil painting by leonardo da vinci, centered, masterpiece, award winning, sharp focus ",1369268917,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:27:00+00:00,0.8789747357368469,0.0018667686963453889,"vinci, painting, lake, yoga, beautiful"
image_34.png,album cover of pastel queen by akihiko yoshida ,2749414181,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:27:00+00:00,0.06054896116256714,0.0004930226132273674,"album, queen, yoshida, akihiko, pastel"
image_35.png,beautiful studio portrait photograph of a person showing emotion of'sadness',2887722306,50,13.0,k_lms,512,512,dcd4419905f723dd6daf582ab64234eb75584294a0768b10530a641b6b907d98,2022-08-18 12:28:00+00:00,0.24970297515392303,0.0009533854899927974,"portrait, sadness, person, beautiful, showing"
image_36.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by julia hetta ",855468289,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:28:00+00:00,0.3410385251045227,0.045669060200452805,"photography, nerdy, julia, cafe, hetta"
image_37.png,"floating cubes, cosmic background ",92692097,50,7.0,k_lms,512,512,b07846b291090585e2a8632a880c15c7058f6234bbc60f83e17e751db9872e5b,2022-08-18 12:29:00+00:00,0.14085683226585388,0.0029339222237467766,"cubes, floating, cosmic, background"
image_38.png,"a photograph of a nerdy young woman from ucla wearing a sweater, sitting in a cozy cafe, black hair, dof, sharp focus, highly detailed face, symmetric face, realistic iris, cinestill 8 0 0 t, photography by paolo roversi ",2009380184,50,7.0,k_lms,512,512,f655515b2e877a3b18c989b3e554c7e605d04a83dbd498e9c6e4b8b24bf77989,2022-08-18 12:29:00+00:00,0.13568109273910522,0.03586815297603607,"photography, nerdy, cafe, woman, ucla"
image_39.png,"a skinny young woman wearing workout clothes doing yoga near the lake, a painting by leonardo da vinci! ",58309519,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:29:00+00:00,2.0,0.006674002856016159,"yoga, leonardo, lake, woman, skinny"
image_40.png,beautiful studio portrait photograph of a sad person ,2887722306,50,13.0,k_lms,512,512,dcd4419905f723dd6daf582ab64234eb75584294a0768b10530a641b6b907d98,2022-08-18 12:29:00+00:00,0.6221675276756287,0.0015860052080824971,"portrait, person, studio, sad, beautiful"
image_41.png,album cover of shoe designs by akihiko yoshida ,1297254933,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:29:00+00:00,0.2716478109359741,0.00013061428035143763,"album, akihiko, shoe, yoshida, designs"
image_42.png,"a skinny young woman wearing workout clothes doing yoga near the lake, a portrait! painting by leonardo da vinci! ",2833209644,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:31:00+00:00,2.0,0.0054296101443469524,"yoga, lake, leonardo, woman, skinny"
image_43.png,"psychedelic spiral passage leading into another dimension made of biomechanical translucent material, trending on artstation hq, deviantart, unreal engine 5, 4 k uhd image, full 3 d, hyperrealistic dmt style ",4167418607,50,7.0,k_lms,896,512,6d89ce0986b7a728ddc0dc9a2c6b129e36ae1873ac0d88b32f26615c2e618a46,2022-08-18 12:31:00+00:00,0.08801098167896271,0.0005570758366957307,"psychedelic, spiral, deviantart, biomechanical, uhd"
image_44.png,album cover of phantasm dawn by akihiko yoshida ,561028643,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:32:00+00:00,0.07872498035430908,0.00033092888770624995,"yoshida, album, akihiko, dawn, phantasm"
image_45.png,"a young woman doing yoga near the lake, a portrait! painting by leonardo da vinci! ",3629017290,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:34:00+00:00,0.755696177482605,0.001523117534816265,"yoga, lake, leonardo, woman, young"
image_46.png,your not supposed to see this image ,228278065,50,7.0,k_lms,512,512,2988fd8a6d14d1c2132e136e0df01af6aebc7ed91d45b99d3518e5267c8ad139,2022-08-18 12:34:00+00:00,0.07252834737300873,0.0015543854096904397,"image, supposed"
image_47.png,album cover of plant brain by akihiko yoshida ,2452897780,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:34:00+00:00,0.06796808540821075,0.00020915214554406703,"album, plant, yoshida, akihiko, brain"
image_48.png,"a portrait of arnold schwarzenegger riding a giant phoenix in the desert, cinematic shot, digital illustration, art by greg rutkowski, epic, fantasy, amazing detail, intricate ",3967189373,50,7.0,k_lms,576,512,7a6f2f3fb67abc419561e0f0d39f60f788fadbd9498a86e920e87eb727e829fe,2022-08-18 12:35:00+00:00,0.15880273282527924,0.0008938653627410531,"portrait, schwarzenegger, phoenix, epic, riding"
image_49.png,album cover of bliss of sweets by akihiko yoshida ,3644366616,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:36:00+00:00,0.07597245275974274,0.00024588609812781215,"album, bliss, sweets, akihiko, yoshida"
image_50.png,"a closeup image of a woman doing yoga near the lake, a portrait! painting by leonardo da vinci! ",2770810133,50,7.0,k_lms,512,512,4d4eab526be19325c5cf06f9f1cfc802475372c4ea15bd13903a282bbb0c28d1,2022-08-18 12:36:00+00:00,0.7306812405586243,0.0022026468068361282,"yoga, portrait, leonardo, lake, woman"
image_51.png,album cover of voyage of a hundred years to return a favor by akihiko yoshida ,45370521,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:37:00+00:00,0.06829523295164108,0.00018188139074482024,"yoshida, voyage, cover, return, years"
image_52.png,"female wolverine, detailed perfect face, exquisite details, fire magic, mid view, design on a white background, by studio muti, greg rutkowski makoto shinkai takashi takeuchi studio ghibli ",260730753,50,15.0,k_lms,512,640,0a27efdf1004bc13ab642e6cd40615c8662a08ec60b315248492bef5b0475f9f,2022-08-18 12:38:00+00:00,0.1984679400920868,0.012393265962600708,"wolverine, studio, female, takeuchi, design"
image_53.png,album cover of silver goose with knight rider by akihiko yoshida ,127635327,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:39:00+00:00,0.09187327325344086,0.0001435620797565207,"album, goose, yoshida, knight, silver"
image_54.png,if pokemons were a mario kart disney race character ,1147137087,50,7.0,k_lms,1024,1024,3487751d96bd27c7edacae20b4a4269062683d51de8629ac76a58cbbc7c35762,2022-08-18 12:39:00+00:00,0.15360794961452484,0.006447681225836277,"mario, pokemons, kart, disney, race"
image_55.png,thumbnails of bearded men drawings. italy 1 8 1 6 ,4152486241,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:41:00+00:00,0.09148450195789337,0.007943474687635899,"bearded, thumbnails, drawings, italy, men"
image_56.png,"a woman with white hair and black gloves laying on a bed, a photorealistic painting by jin homura, tumblr, transgressive art, photo, anime, goth ",2410801101,50,7.0,k_lms,512,512,391626456f9ff7b1408b1525d540703e365e9f60ef8403303b8b581c38f769b0,2022-08-18 12:41:00+00:00,0.5940154194831848,0.08398934453725815,"painting, laying, woman, jin, transgressive"
image_57.png,album cover of time mage and demon warrior by akihiko yoshida ,730161165,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:41:00+00:00,0.12673410773277283,0.00010670222400221974,"album, yoshida, akihiko, demon, mage"
image_58.png,thumbnails of stylized woodcuts of men. italy 1 8 1 6 ,4193125317,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:42:00+00:00,0.12083860486745834,0.00975425262004137,"woodcuts, thumbnails, stylized, italy, men"
image_59.png,album cover of olden magmell by akihiko yoshida ,3126160954,50,7.0,k_lms,512,512,f1cbbb398cbe7c7a3ffb84d666900c308dbb964770c2aa9c2084d081f398fff6,2022-08-18 12:43:00+00:00,0.08493134379386902,0.0003774682409130037,"album, magmell, akihiko, yoshida, olden"
image_60.png,thumbnails of stylized woodcuts of men. italy 1 9 2 2 ,1714833618,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:43:00+00:00,0.09545563161373138,0.008861666545271873,"woodcuts, thumbnails, stylized, men, italy"
image_61.png,a little robotic mushrooms running around in the forest with red rabbits ,3017948661,50,7.0,k_lms,512,512,9afe76796380b1ea1c72b9d0069bd28629176838b346397ec9d827d477c4bc6a,2022-08-18 12:43:00+00:00,0.06149172782897949,0.011865341104567051,"mushrooms, rabbits, robotic, forest, little"
image_62.png,"a beautiful woman's perfect face with long blue hair blowing in the wind, highly detailed, photo - realistic, hdr 8 k diffused lighting, ",1470806384,50,7.0,k_lms,512,512,ba85a409fe9c1769715312cd71967f81f28b7cbf63569092fef820046dc55dd8,2022-08-18 12:44:00+00:00,0.35609811544418335,0.025786777958273888,"woman, diffused, beautiful, hdr, realistic"
image_63.png,thumbnails of stylized woodcuts of women. italy 1 9 2 2 ,3504748871,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:44:00+00:00,0.11284617334604263,0.0544050969183445,"thumbnails, woodcuts, women, stylized, italy"
image_64.png,"a little frog eating mushroom, red rabbits, white owls, blue foxs, ",1595620386,50,7.0,k_lms,512,512,9afe76796380b1ea1c72b9d0069bd28629176838b346397ec9d827d477c4bc6a,2022-08-18 12:45:00+00:00,0.10384201258420944,0.006430506706237793,"rabbits, mushroom, eating, little, blue"
image_65.png,thumbnails of stylized woodcuts of beard styles. italy 1 9 2 2 ,2879731325,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:45:00+00:00,0.10385248064994812,0.0008033292833715677,"beard, thumbnails, woodcuts, stylized, italy"
image_66.png,hatsune miku as a hologram ,3866224531,50,7.0,k_lms,512,512,d63d157453cd2cc6015a57dbce5ef4dbd486b3572e808cfaf2eac1f20e4c6e5c,2022-08-18 12:46:00+00:00,0.061100006103515625,0.0018225046806037426,"hologram, miku, hatsune"
image_67.png,"a little frog eating mushroom, red rabbits, white owls, blue foxs, octane render, ultra sharp, extreme details, snakes ",3155119418,50,12.0,k_euler_ancestral,512,512,9afe76796380b1ea1c72b9d0069bd28629176838b346397ec9d827d477c4bc6a,2022-08-18 12:47:00+00:00,0.07092949002981186,0.005313769914209843,"frog, foxs, octane, little, render"
image_68.png,"high detail poster for an opera about a giant statue of hercules being built in new york city. italy, 1 9 2 1 - 4 ",2590659267,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:47:00+00:00,2.0,0.0005342315416783094,"statue, opera, giant, york, high"
image_69.png,"a happy beautiful woman's perfect face with long blue flowing hair blowing in the wind, photo - realistic, hdr 8 k diffused lighting ",355833453,50,7.0,k_lms,512,512,ba85a409fe9c1769715312cd71967f81f28b7cbf63569092fef820046dc55dd8,2022-08-18 12:48:00+00:00,0.4975593090057373,0.0220747422426939,"woman, diffused, happy, hdr, realistic"
image_70.png,"discodiffusion portrait render by : binx. ly, abysmial, xen. ai _ _, artelligence, ai. vot, abzzolum, c 0 wdd, ghostensor, markdviraj, doodleholic. ai, 3 ldr 1 tch. 4 i, 0 xasami, _ sudapop _, asmer.",1090320425,50,3.799999952316284,k_lms,512,768,216a74e1726d184d79cd6c0bd9bf19ee733a19bf862ab2c86d5c9c33230b8a0f,2022-08-18 12:48:00+00:00,2.0,0.0015421640127897263,"discodiffusion, ghostensor, render, ly, sudapop"
image_71.png,"high detail poster for an opera about a giant statue of hercules being built in new york city. italy, 1 9 2 1 ",1070533391,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:48:00+00:00,2.0,0.00047756332787685096,"statue, opera, giant, york, high"
image_72.png,"discodiffusion portrait render by : binx. ly, abysmial, xen. ai _ _, artelligence, ai. vot, abzzolum, c 0 wdd, ghostensor, markdviraj, doodleholic. ai, 3 ldr 1 tch. 4 i, 0 xasami, sudapop asmer. ai. deviantart",2699590515,50,3.799999952316284,k_lms,512,768,216a74e1726d184d79cd6c0bd9bf19ee733a19bf862ab2c86d5c9c33230b8a0f,2022-08-18 12:49:00+00:00,0.15922950208187103,0.0012609612895175815,"discodiffusion, portrait, render, ly, sudapop"
image_73.png,"high detail poster for an opera about a giant statue of hercules being built in new york city. italy, 1 9 2 1 ",1169269934,50,7.0,k_lms,512,512,872b165957ab40ab9a40e5cd02244618bcd1f5a72f8a091ec26f32fde1cf70e4,2022-08-18 12:49:00+00:00,0.11199894547462463,0.00047756332787685096,"statue, opera, giant, york, high"
image_74.png,"little frog eats mushroom, red rabbits, white owls, blue fox, digital art, ultra sharp, extreme details, snakes, ultra detailed ",982511359,50,12.0,k_euler_ancestral,512,512,9afe76796380b1ea1c72b9d0069bd28629176838b346397ec9d827d477c4bc6a,2022-08-18 12:49:00+00:00,0.17274734377861023,0.004025876056402922,"frog, fox, extreme, digital, little"
image_75.png,"cosmic horror discodiffusion portrait render by : binx. ly, abysmial, xen. ai, artelligence, abzzolum, ghostensor, markdviraj, doodleholic. ai, 0 xasami, _ sudapop _, asmer. ai. deviantart, artstation. ",1709712024,50,7.0,k_lms,512,768,216a74e1726d184d79cd6c0bd9bf19ee733a19bf862ab2c86d5c9c33230b8a0f,2022-08-18 12:50:00+00:00,2.0,0.0019267548341304064,"discodiffusion, portrait, cosmic, ghostensor, binx"
